Scientific name;Taxon status;Type category;Barcode;Collector;Collector Number;Date;Determined by;Locality Note;Latitude;Longitude;Precision;Habitat;Country;Country ISO code;Major Admin Name;Minor Admin Name;Locality;Taxon rank;Kingdom;Phylum;Class;Order;Family;Genus;Species;Collection;Institute code;Institute;Collection year
Fragaria vesca L.;;;UGDA.0048075;Sala Aleksandra;s.n.;2014-06-17;Sala Aleksandra;województwo pomorskie, Bożepole Wielkie;54.5764;17.9652;2,5km;las;Poland;pl;Pomeranian Voivodeship;gmina Łęczyce;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Fragaria;vesca;UGDA-Plants;UGDA;Uniwersytet Gdański;2014
Potentilla recta L.;;;UGDA.0042635;Lazarus Madgalena;s.n.;1998-07-01;Lazarus Madgalena;Polska, województwo pomorskie, powiat człuchowski, gmina Debrzno, Rozwory;53.5494;17.0945;2,5km;;Poland;pl;Pomeranian Voivodeship;gmina Debrzno;Człuchów County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Potentilla;recta;UGDA-Plants;UGDA;Uniwersytet Gdański;1998
Ajuga pyramidalis L.;;;UGDA.0031163;Markowski Ryszard;s.n.;1968-04-26;Markowski Ryszard;województwo pomorskie, Pojezierze Kaszubskie, Jar Raduni;54.3081;18.3085;5km;las liściasty, przy drodze;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Ajuga;pyramidalis;UGDA-Plants;UGDA;Uniwersytet Gdański;1968
Cichorium intybus L.;;;UGDA.0001901;Słodyczka-Małek Helena;s.n.;1971-08-18;Słodyczka-Małek Helena;Polska, Pojezierze Kaszubskie  Dolina Kaczego Potoku, Mały Kack;54.4884;16.9434;10km;przydroże łąkowe;Poland;pl;Pomeranian Voivodeship;gmina Słupsk;Słupsk County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cichorium;intybus;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Centaurea jacea L.;;;UGDA.0049195;Afranowicz-Cieślak Renata;10082020/RAC772;2020-08-10;Afranowicz-Cieślak Renata;województwo pomorskie, między Kazimierzem a miejscowością Moście Błota;54.6228;18.4437;gps;łąka wilgotna;Poland;pl;Pomeranian Voivodeship;gmina Kosakowo;Puck County Aglomeracja Trójmiasta;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Centaurea;jacea;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Hieracium murorum L.;;;UGDA.0001955;Stasiak Jadwiga;s.n.;1971-07-09;Stasiak Jadwiga;Pomorze Zachodnie, Przełom Raduni, Babi Dół;54.2992;18.3115;5km;śródleśna polana;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Hieracium;murorum;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Juncus balticus Willd.;;;UGDA.0020780;Olszewska M.;s.n.;1980-08-09;Olszewska M.;Polska, Mierzeja Łebska, oddział 7, zgłębie 2, 200 m od morza;54.7523;17.4035;5km;zagłębienie międzywydmowe;Poland;pl;Pomeranian Voivodeship;gmina Smołdzino;Słupsk County  Smołdzino;species;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Juncus;balticus;UGDA-Plants;UGDA;Uniwersytet Gdański;1980
Pastinaca sativa L.;;;UGDA.0002939;Wciorka Dorota;s.n.;1971-09-26;Wciorka Dorota;Pojezierze Kaszubskie, Wielki Kack;54.4634;18.5009;2,5km;tor używany, torowisko;Poland;pl;Pomeranian Voivodeship;Wielki Kack;Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Pastinaca;sativa;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Artemisia vulgaris L.;;;UGDA.0003104;Koszteyn Jolanta;s.n.;1969-09-14;Koszteyn Jolanta;Pobrzeże Gdańskie, Gdynia;54.5147;18.5276;10km;przy drodze;Poland;pl;Pomeranian Voivodeship;Gdynia  Działki Leśne;Gdynia  Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;vulgaris;UGDA-Plants;UGDA;Uniwersytet Gdański;1969
Hieracium umbellatum L.;;;UGDA.0002359;Wciorka Dorota;s.n.;1971-08-08;Wciorka Dorota;Polska, Pojezierze Kaszubskie, Gdynia Redłowo,;54.4918;18.5383;10km;tor używany, nasyp;Poland;pl;Pomeranian Voivodeship;Gdynia;Gdynia  Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Hieracium;umbellatum;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Artemisia campestris L.;;;UGDA.0003136;s.coll.;s.n.;08-25;;Polska, województwo pomorskie, Gdynia-Redłowo;54.4836;18.566;1km;dół osuwiska od strony mola;Poland;pl;Pomeranian Voivodeship;Gdynia;Gdynia  Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;campestris;UGDA-Plants;UGDA;Uniwersytet Gdański;
Tunica prolifera (L.) Scop.;;;UGDA.0018917;Wciorka Dorota;s.n.;1970-07-22;Wciorka Dorota;Pobrzeże Kaszubskie, Gdańsk-Wrzeszcz;54.3813;18.6061;2,5km;tor nieużywany, wkop;Poland;pl;Pomeranian Voivodeship;Wrzeszcz Górny;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Tunica;prolifera;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Saponaria officinalis L.;;;UGDA.0019529;Rudnicka D.;s.n.;1977-08-22;Rudnicka D.;Żuławy Wiślane, lewobrzeżna pradolina Wisły, Gorzędziej, ok. 0.5 km na S od wsi;54.0276;18.8276;1km;łacha piaszczysta;Poland;pl;Pomeranian Voivodeship;gmina Subkowy;Tczew County;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Saponaria;officinalis;UGDA-Plants;UGDA;Uniwersytet Gdański;1977
Mentha arvensis L.;;;UGDA.0020723;Domańska G.;s.n.;1979-08-05;Domańska G.;Polska, Pojezierze Kaszubskie, Trątkownica;54.284;18.2589;1km;jęczmień;Poland;pl;Pomeranian Voivodeship;gmina Somonino;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;arvensis;UGDA-Plants;UGDA;Uniwersytet Gdański;1979
Silene inflata Sm.;;;UGDA.0042391;Murdza Katarzyna;s.n.;2017;Murdza Katarzyna;Polska, województwo pomorskie, powiat człuchowski, gmina Rzeczenica, Pieniężnica, okolice kościoła;53.8586;16.9611;1km;zarośla;Poland;pl;Pomeranian Voivodeship;gmina Rzeczenica;Człuchów County;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Silene;inflata;UGDA-Plants;UGDA;Uniwersytet Gdański;2017
Puccinellia distans (Jacq.) Parl.;;;UGDA.0042302;Budyś Agnieszka;s.n.;2004-06-29;Budyś Agnieszka;Pobrzeże Kaszubskie, Gdynia Witomino;54.497;18.5088;2,5km;obrzeże szosy;Poland;pl;Pomeranian Voivodeship;Witomino;Gdynia;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Puccinellia;distans;UGDA-Plants;UGDA;Uniwersytet Gdański;2004
Carex leporina L.;;;UGDA.0044298;Mimiec Nikola;s.n.;2014-06-10;Mimiec Nikola;Polska, Strzebielino Morskie;54.5638;18.03;5km;torfowisko;Poland;pl;Pomeranian Voivodeship;gmina Łęczyce;Wejherowo County;species;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;leporina;UGDA-Plants;UGDA;Uniwersytet Gdański;2014
Trifolium hybridum L.;;;UGDA.0047758;Cybulska Aleksandra;s.n.;1999-07-08;Cybulska Aleksandra;Pojezierze Bytowskie, ~1km w dół rzeki Bytowy od Jeziora Mądrzewskiego;54.1353;17.5314;2,5km;łąka;Poland;pl;Pomeranian Voivodeship;gmina Bytów;Bytów County;species;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;hybridum;UGDA-Plants;UGDA;Uniwersytet Gdański;1999
Eupatorium cannabinum L.;;;UGDA.0041302;Kowalewska Anna;s.n.;2018-07-11;Kowalewska Anna;"między Sopotem a Gdynią Orłowo i Wielkim Kackiem; CA791101";54.4601;18.5312;gps;polana śródleśna/przy ścieżce;Poland;pl;Pomeranian Voivodeship;Mały Kack;Aglomeracja Trójmiasta Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Eupatorium;cannabinum;UGDA-Plants;UGDA;Uniwersytet Gdański;2018
Eupatorium cannabinum L.;;;UGDA.0041301;Kowalewska Anna;s.n.;2018-07-11;Kowalewska Anna;"między Sopotem a Gdynią Orłowo i Wielkim Kackiem; CA791101";54.4601;18.5312;gps;polana śródleśna/przy ścieżce;Poland;pl;Pomeranian Voivodeship;Mały Kack;Aglomeracja Trójmiasta Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Eupatorium;cannabinum;UGDA-Plants;UGDA;Uniwersytet Gdański;2018
Poa nemoralis L.;;;UGDA.0043250;Wszałek-Rożek Katarzyna, Markowski Ryszard, Hajek Bartłomiej;s.n.;2019-06-25;Markowski Ryszard;Polska, Szprudowo, na wschód od Gronowa Polskiego;53.8672;18.8429;gps;osuwisko na zboczu pagórka z gatunkami ciepłolubnymi;Poland;pl;Pomeranian Voivodeship;gmina Gniew;Tczew County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Poa;nemoralis;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Poa nemoralis L.;;;UGDA.0043249;Wszałek-Rożek Katarzyna, Markowski Ryszard, Hajek Bartłomiej;s.n.;2019-06-25;Markowski Ryszard;Polska, Szprudowo, na wschód od Gronowa Polskiego;53.8672;18.8429;gps;osuwisko na zboczu pagórka z gatunkami ciepłolubnymi;Poland;pl;Pomeranian Voivodeship;gmina Gniew;Tczew County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Poa;nemoralis;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Poa nemoralis L.;;;UGDA.0043248;Wszałek-Rożek Katarzyna, Markowski Ryszard, Hajek Bartłomiej;s.n.;2019-06-25;Markowski Ryszard;Polska, Szprudowo, na wschód od Gronowa Polskiego;53.8672;18.8429;gps;osuwisko na zboczu pagórka z gatunkami ciepłolubnymi;Poland;pl;Pomeranian Voivodeship;gmina Gniew;Tczew County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Poa;nemoralis;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Poa nemoralis L.;;;UGDA.0043247;Wszałek-Rożek Katarzyna, Markowski Ryszard, Hajek Bartłomiej;s.n.;2019-06-25;Markowski Ryszard;Polska, Szprudowo, na wschód od Gronowa Polskiego;53.8672;18.8429;gps;osuwisko na zboczu pagórka z gatunkami ciepłolubnymi;Poland;pl;Pomeranian Voivodeship;gmina Gniew;Tczew County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Poa;nemoralis;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Poa nemoralis L.;;;UGDA.0043246;Wszałek-Rożek Katarzyna, Markowski Ryszard, Hajek Bartłomiej;s.n.;2019-06-25;Markowski Ryszard;Polska, Szprudowo, na wschód od Gronowa Polskiego;53.8672;18.8429;gps;osuwisko na zboczu pagórka z gatunkami ciepłolubnymi;Poland;pl;Pomeranian Voivodeship;gmina Gniew;Tczew County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Poa;nemoralis;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Poa nemoralis L.;;;UGDA.0043245;Wszałek-Rożek Katarzyna, Markowski Ryszard, Hajek Bartłomiej;s.n.;2019-06-25;Markowski Ryszard;Polska, Szprudowo, na wschód od Gronowa Polskiego;53.8672;18.8429;gps;osuwisko na zboczu pagórka z gatunkami ciepłolubnymi;Poland;pl;Pomeranian Voivodeship;gmina Gniew;Tczew County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Poa;nemoralis;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Cichorium intybus L.;;;UGDA.0001905;Koszteyn Jolanta;s.n.;1969-09-06;Koszteyn Jolanta;Polska, Pobrzeże Gdańskie, Gdynia;54.5169;18.5402;>10km;przy drodze;Poland;pl;Pomeranian Voivodeship;Gdynia  Śródmieście;Gdynia  Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cichorium;intybus;UGDA-Plants;UGDA;Uniwersytet Gdański;1969
Galium aparine L.;;;UGDA.0039648;Waszkiewicz Dorota;s.n.;2005-06-21;Waszkiewicz Dorota;Polska, województwo pomorskie, Gdańsk-Matemblewo, Dolina Strzyży, oddział 158;54.3612;18.5458;1km;łęg;Poland;pl;Pomeranian Voivodeship;Brętowo;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;aparine;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Luzula pilosa (L.) Willd.;;;UGDA.0021112;Władysław Fałtynowicz;s.n.;1975-05-02;Władysław Fałtynowicz;Polska, Bory Tucholskie, nadl. Przymuszewo, leśn. Leśno, oddział 269;53.9248;17.4246;10km;bór świeży;Poland;pl;Pomeranian Voivodeship;gmina Konarzyny;Chojnice County;species;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Luzula;pilosa;UGDA-Plants;UGDA;Uniwersytet Gdański;1975
Actaea spicata L.;;;UGDA.0041167;Markowski Ryszard;s.n.;1970-09-09;Markowski Ryszard;Pojezierze Kaszubskie, powiat Wejherowo, między Gościcinem Wybudowanie a Luzinem, nad rzeką Bolszewką;54.5853;18.1395;5km;na zboczu, w grądzie;Poland;pl;Pomeranian Voivodeship;gmina Wejherowo;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Actaea;spicata;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Actaea spicata L.;;;UGDA.0041166;Markowski Ryszard;s.n.;1970-09-09;Markowski Ryszard;Pojezierze Kaszubskie, powiat Wejherowo, między Gościcinem Wybudowanie a Luzinem, nad rzeką Bolszewką;54.5853;18.1395;5km;na zboczu, w grądzie;Poland;pl;Pomeranian Voivodeship;gmina Wejherowo;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Actaea;spicata;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Actaea spicata L.;;;UGDA.0041165;Markowski Ryszard;s.n.;1970-09-09;Markowski Ryszard;Pojezierze Kaszubskie, powiat Wejherowo, między Gościcinem Wybudowanie a Luzinem, nad rzeką Bolszewką;54.5853;18.1395;5km;na zboczu, w grądzie;Poland;pl;Pomeranian Voivodeship;gmina Wejherowo;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Actaea;spicata;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Origanum vulgare L.;;;UGDA.0020978;Słodyczka-Małek Helena;s.n.;1971-08-11;Słodyczka-Małek Helena;Polska, Pojezierze Kaszubskie, Dolina Kaczego Potoku, Mały Kack;54.4877;18.523;5km;brzeg lasu bukowego;Poland;pl;Pomeranian Voivodeship;Mały Kack;Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Origanum;vulgare;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Galium aparine L.;;;UGDA.0044362;Kowalik Paulina;s.n.;2014-06-15;Kowalik Paulina;Polska, Gdańsk-Ujeścisko;54.3257;18.5777;2,5km;las mieszany;Poland;pl;Pomeranian Voivodeship;;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;aparine;UGDA-Plants;UGDA;Uniwersytet Gdański;2014
Euonymus europaeus L.;;;UGDA.0001142;Markowski Ryszard;s.n.;2015-02-19;Markowski Ryszard;"Polska, województwo pomorskie, Pobrzeże Kaszubskie, powiat Gdynia, Gdynia-Karwiny, skraj lasu przy torach kolejowych, ok 0,5 km na NW od osiedla; Trójmiejski Park Krajobrazowy, ATPOL: CA-79";54.4699;18.5086;2,5km;;Poland;pl;Pomeranian Voivodeship;Gdynia;Gdynia  Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Euonymus;europaeus;UGDA-Plants;UGDA;Uniwersytet Gdański;2015
Hesperis matronalis L.;;;UGDA.0007133;Buliński Michał;s.n.;1974-08-24;Buliński Michał;Poj. Kaszubskie, 0.1 km na SW od Ząbrza Małego;54.2386;18.3473;2,5km;murawa na poboczu drogi;Poland;pl;Pomeranian Voivodeship;gmina Przywidz;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Hesperis;matronalis;UGDA-Plants;UGDA;Uniwersytet Gdański;1974
Hesperis matronalis L.;;;UGDA.0007132;Buliński Michał;s.n.;1974-08-24;Buliński Michał;Poj. Kaszubskie, 0.1 km na SW od Ząbrza Małego;54.2386;18.3473;2,5km;murawa na poboczu drogi;Poland;pl;Pomeranian Voivodeship;gmina Przywidz;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Hesperis;matronalis;UGDA-Plants;UGDA;Uniwersytet Gdański;1974
Vicia cracca L.;;;UGDA.0032614;Wszałek-Rożek Katarzyna;28062020/KWR4;2020-06-28;Wszałek-Rożek Katarzyna;województwo pomorskie, Gdańsk Jasień, ul. Migdałowa;54.3426;18.582;gps;nieużytek, wysypisko gruzu i ziemi;Poland;pl;Pomeranian Voivodeship;Ujeścisko - Łostowice;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vicia;cracca;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Vicia cracca L.;;;UGDA.0032613;Wszałek-Rożek Katarzyna;28062020/KWR4;2020-06-28;Wszałek-Rożek Katarzyna;województwo pomorskie, Gdańsk Jasień, ul. Migdałowa;54.3426;18.582;gps;nieużytek, wysypisko gruzu i ziemi;Poland;pl;Pomeranian Voivodeship;Ujeścisko - Łostowice;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vicia;cracca;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Vicia cracca L.;;;UGDA.0032612;Wszałek-Rożek Katarzyna;28062020/KWR4;2020-06-28;Wszałek-Rożek Katarzyna;województwo pomorskie, Gdańsk Jasień, ul. Migdałowa;54.3426;18.582;gps;nieużytek, wysypisko gruzu i ziemi;Poland;pl;Pomeranian Voivodeship;Ujeścisko - Łostowice;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vicia;cracca;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Vicia cracca L.;;;UGDA.0032611;Wszałek-Rożek Katarzyna;28062020/KWR4;2020-06-28;Wszałek-Rożek Katarzyna;województwo pomorskie, Gdańsk Jasień, ul. Migdałowa;54.3426;18.582;gps;nieużytek, wysypisko gruzu i ziemi;Poland;pl;Pomeranian Voivodeship;Ujeścisko - Łostowice;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vicia;cracca;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Lysimachia nemorum L.;;;UGDA.0041208;Markowski Ryszard;s.n.;1968-06-25;Markowski Ryszard;Pobrzeże Kaszubskie, powiat Puck, Leśniewo, na wschód od wsi;54.6987;18.2656;2,5km;w buczynie;Poland;pl;Pomeranian Voivodeship;gmina Puck;Puck County;species;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Lysimachia;nemorum;UGDA-Plants;UGDA;Uniwersytet Gdański;1968
Lysimachia nemorum L.;;;UGDA.0041207;Markowski Ryszard;s.n.;1968-06-25;Markowski Ryszard;Pobrzeże Kaszubskie, powiat Puck, Leśniewo, na wschód od wsi;54.6987;18.2656;2,5km;w buczynie;Poland;pl;Pomeranian Voivodeship;gmina Puck;Puck County;species;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Lysimachia;nemorum;UGDA-Plants;UGDA;Uniwersytet Gdański;1968
Lysimachia nemorum L.;;;UGDA.0041206;Markowski Ryszard;s.n.;1968-06-25;Markowski Ryszard;Pobrzeże Kaszubskie, powiat Puck, Leśniewo, na wschód od wsi;54.6987;18.2656;2,5km;w buczynie;Poland;pl;Pomeranian Voivodeship;gmina Puck;Puck County;species;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Lysimachia;nemorum;UGDA-Plants;UGDA;Uniwersytet Gdański;1968
Vaccinium uliginosum L.;;;UGDA.0020278;Słodyczka-Małek Helena;s.n.;1971-07-10;Słodyczka-Małek Helena;Polska, Pojezierze Kaszubskie, Dolina Kaczego Potoku, Bojano;54.611;18.8027;10km;torfowisko;Poland;pl;Pomeranian Voivodeship;;Puck County;species;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Vaccinium;uliginosum;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Rosa canina L.;;;UGDA.0047978;Dąbrowska Urszula;s.n.;2001-07-27;Dąbrowska Urszula;"woj. pomorskie, Dolina dolnej Łeby, Torfowisko ""Czarne Bagno"", 2 km na zachód od wsi Żelazkowo, koło Lęborka";;;1km;przydroże;Poland;pl;Pomeranian Voivodeship;gmina Nowa Wieś Lęborska;Lębork County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;canina;UGDA-Plants;UGDA;Uniwersytet Gdański;2001
Lolium perenne L.;;;UGDA.0023224;Rudnicka D.;s.n.;1977-08-22;Rudnicka D.;"Polska, województwo pomorskie, Żuławy Wiślane, powiat tczewski, Mała Słońca, lewobrzeżna pradolina Wisły, terasa zalewowa; Natura 2000 - Obszary Siedliskowe Dolna Wisła, Obszary Ptasiej Dolina Dolnej Wisły, ATPOL: DB-21";54.0039;18.828;1km;pastwisko;Poland;pl;Pomeranian Voivodeship;gmina Subkowy;Tczew County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Lolium;perenne;UGDA-Plants;UGDA;Uniwersytet Gdański;1977
Artemisia vulgaris L.;;;UGDA.0047929;Dąbrowska Urszula;s.n.;2002-07-17;Dąbrowska Urszula;"woj. pomorskie, Dolina dolnej Łeby, Torfowisko ""Czarne Bagno"", 2 km na zachód od wsi Żelazkowo, koło Lęborka";;;1km;wysypisko starej paszy z paśnika;Poland;pl;Pomeranian Voivodeship;gmina Nowa Wieś Lęborska;Lębork County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;vulgaris;UGDA-Plants;UGDA;Uniwersytet Gdański;2002
Salvia pratensis L.;;;UGDA.0044306;Mimiec Nikola;s.n.;2014-06-13;Mimiec Nikola;Polska, Gdańsk, Park Reagana;54.4129;18.605;2,5km;łąka;Poland;pl;Pomeranian Voivodeship;Przymorze Wielkie;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;pratensis;UGDA-Plants;UGDA;Uniwersytet Gdański;2014
Salvia pratensis L.;;;UGDA.0044305;Mimiec Nikola;s.n.;2014-06-13;Mimiec Nikola;Polska, Gdańsk, Park Reagana;54.4129;18.605;2,5km;łąka;Poland;pl;Pomeranian Voivodeship;Przymorze Wielkie;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;pratensis;UGDA-Plants;UGDA;Uniwersytet Gdański;2014
Juncus balticus Willd.;;;UGDA.0023861;Smykowska Sylwia Natalia;s.n.;2000-09-19;Wszałek-Rożek Katarzyna;"Polska, województwo pomorskie, Gdańsk, Wyspa Sobieszewska, rezerwat ""Mewia Łacha""";54.349;18.9555;2,5km;kidzina;Poland;pl;Pomeranian Voivodeship;gmina Stegna;Nowy Dwór Gdański County;species;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Juncus;balticus;UGDA-Plants;UGDA;Uniwersytet Gdański;2000
Cerastium arvense L.;;;UGDA.0041838;Konopka Joanna;s.n.;2016-05-25;Konopka Joanna;Polska, województwo pomorskie, Gdańsk - Oliwa, przy ul. Wita Stwosza 56;54.3972;18.5696;1km;przypłocie;Poland;pl;Pomeranian Voivodeship;Oliwa;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;arvense;UGDA-Plants;UGDA;Uniwersytet Gdański;2016
Raphanus raphanistrum L.;;;UGDA.0007109;Buliński Michał;s.n.;1975-07-23;Buliński Michał;Pomorze Zachodnie, Pojezierze Kaszubskie, 0.9 km na E od Czapielska, między Reknicą a szosą;54.263;18.4258;5km;ugór między rzeką a szosą;Poland;pl;Pomeranian Voivodeship;gmina Kolbudy;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Raphanus;raphanistrum;UGDA-Plants;UGDA;Uniwersytet Gdański;1975
Lathyrus niger (L.) Bernh.;;;UGDA.0020017;Rydzewska-Szymczyk Maria;s.n.;1971-09-17;Rydzewska-Szymczyk Maria;Polska, Pojezierze Kaszubskie Leśnictwo Borowiec, oddział 108;54.4312;18.3928;10km;;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County  Tuchom;species;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;niger;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Puccinellia distans (Jacq.) Parl.;;;UGDA.0032271;Żółkoś Katarzyna;SB373;2020-06-09;Żółkoś Katarzyna;Gdańsk-Rudniki, brzeg Martwej Wisły;54.3449;18.7916;gps;słona murawa na brzegu rzeki;Poland;pl;Pomeranian Voivodeship;Rudniki;Gdansk;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Puccinellia;distans;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Puccinellia distans (Jacq.) Parl.;;;UGDA.0032270;Żółkoś Katarzyna;SB373;2020-06-09;Żółkoś Katarzyna;Gdańsk-Rudniki, brzeg Martwej Wisły;54.3449;18.7916;gps;słona murawa na brzegu rzeki;Poland;pl;Pomeranian Voivodeship;Rudniki;Gdansk;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Puccinellia;distans;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Puccinellia distans (Jacq.) Parl.;;;UGDA.0032269;Żółkoś Katarzyna;SB373;2020-06-09;Żółkoś Katarzyna;Gdańsk-Rudniki, brzeg Martwej Wisły;54.3449;18.7916;gps;słona murawa na brzegu rzeki;Poland;pl;Pomeranian Voivodeship;Rudniki;Gdansk;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Puccinellia;distans;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Triglochin maritima L.;;;UGDA.0039669;Wszałek-Rożek Katarzyna;s.n.;2004-07-01;Wszałek-Rożek Katarzyna;Polska, Władysławowo;54.7893;18.4149;10km;wilgotna łąka z dominacją Carex fusca i niedużym udziałem halofitów;Poland;pl;Pomeranian Voivodeship;Śmiechowo Południe;Małe Trójmiasto Kaszubskie;species;Plantae;Tracheophyta;Liliopsida;Alismatales;Juncaginaceae;Triglochin;maritima;UGDA-Plants;UGDA;Uniwersytet Gdański;2004
